species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25,num_of_regions
Browneopsis macrofoliolata,N/A,0,300,N/A,N/A,N/A,N/A,2
Brunellia littlei,N/A,1800,N/A,N/A,N/A,N/A,N/A,1
Brunellia stenoptera,N/A,0,700,N/A,1200,0,N/A,4
Brunellia tomentosa,N/A,1400,800,N/A,N/A,N/A,N/A,2
Sterculia frondosa,N/A,500,600,400,1200,N/A,N/A,4
Sterculia tessmannii,N/A,200,700,300,800,100,N/A,5
Styrax glabratus,N/A,0,0,N/A,N/A,N/A,N/A,2
Styrax heterotrichus,N/A,500,700,N/A,N/A,N/A,N/A,2
Swartzia haughtii,N/A,600,700,N/A,N/A,N/A,N/A,2
Symplocos carmencitae,N/A,300,600,N/A,N/A,N/A,N/A,2
Symplocos fimbriata,N/A,1000,N/A,100,1300,800,N/A,4
Symplocos fuscata,N/A,0,1100,0,N/A,N/A,N/A,3
Symplocos quitensis,N/A,1900,1300,600,1100,1500,N/A,5
Symplocos reflexa,N/A,0,800,0,200,N/A,N/A,4
Symplocos subandina,N/A,200,600,N/A,N/A,N/A,N/A,2
Tachigali alba,N/A,0,N/A,N/A,1300,200,N/A,3
Tachigali setifera,N/A,0,1200,100,1500,N/A,N/A,4
Talisia obovata,N/A,0,100,300,0,N/A,N/A,4
Tapirira rubrinervis,N/A,500,0,100,1600,N/A,N/A,4
Tapura peruviana,N/A,900,2800,200,600,N/A,N/A,4
Ternstroemia globiflora,N/A,0,N/A,N/A,0,N/A,N/A,2
Theobroma gileri,N/A,600,N/A,N/A,N/A,N/A,N/A,1
Theobroma speciosum,N/A,300,800,100,300,0,N/A,5
Theobroma subincanum,N/A,1300,900,900,1100,N/A,N/A,4
Trichilia primogenita,N/A,800,0,N/A,N/A,N/A,N/A,2
Trichilia rubra,N/A,900,1800,700,1200,600,N/A,5
Trichilia stipitata,N/A,0,300,N/A,N/A,N/A,N/A,2
Trichilia surinamensis,N/A,700,100,N/A,N/A,N/A,N/A,2
Vallea ecuadorensis,N/A,200,800,0,500,N/A,N/A,4
Verbesina latisquama,N/A,0,1200,N/A,N/A,N/A,N/A,2
Verbesina lloensis,N/A,1500,1500,N/A,N/A,N/A,N/A,2
Virola duckei,N/A,700,800,400,1800,N/A,N/A,4
Virola mollissima,N/A,300,100,0,500,N/A,N/A,4
Vismia lateriflora,N/A,1600,1600,0,0,N/A,N/A,4
Vismia pozuzoensis,N/A,1200,900,2500,1800,2400,N/A,5
Weinmannia polyphylla,N/A,100,400,N/A,N/A,N/A,N/A,2
Weinmannia subsessiliflora,N/A,300,N/A,1600,1000,600,N/A,4
Xylopia cuspidata,N/A,200,1000,700,900,500,N/A,5
Zanthoxylum sprucei,N/A,0,300,1300,1700,1300,N/A,5
Zygia lathetica,N/A,0,200,N/A,N/A,N/A,N/A,2
Byrsonima poeppigiana,N/A,600,500,600,1900,0,N/A,5
Calycophyllum multiflorum,N/A,200,N/A,N/A,N/A,1000,900,3
Calycophyllum spruceanum,N/A,900,1700,800,1400,200,N/A,5
Capparidastrum petiolare,N/A,0,2100,2000,1900,N/A,N/A,4
Carapa alticola,N/A,800,0,N/A,N/A,N/A,N/A,2
Carapa megistocarpa,N/A,1500,1000,N/A,N/A,N/A,N/A,2
Caryodaphnopsis theobromifolia,N/A,2700,1400,N/A,0,N/A,N/A,3
Casearia fasciculata,N/A,1000,1800,1300,1300,N/A,N/A,4
Castilla ulei,N/A,300,300,0,500,0,N/A,5
Cecropia albicans,N/A,0,N/A,N/A,N/A,N/A,N/A,1
Cecropia andina,N/A,900,1200,400,N/A,N/A,N/A,3
Cecropia montana,N/A,500,1200,900,500,N/A,N/A,4
Cedrelinga cateniformis,N/A,800,1000,300,800,N/A,N/A,4
Ceiba samauma,N/A,0,900,1500,2400,300,N/A,5
Ceiba trischistandra,N/A,0,1800,N/A,N/A,N/A,N/A,2
Ceroxylon echinulatum,N/A,0,1100,N/A,700,N/A,N/A,3
Cestrum peruvianum,N/A,1300,2600,1600,700,N/A,N/A,4
Chrysochlamys bracteolata,N/A,2200,1500,N/A,N/A,N/A,N/A,2
Chrysophyllum amazonicum,N/A,100,900,700,900,N/A,N/A,4
Chrysophyllum manaosense,N/A,600,2000,300,200,N/A,N/A,4
Achatocarpus pubescens,N/A,N/A,400,0,N/A,N/A,N/A,2
Actinostemon concolor,N/A,N/A,0,0,500,N/A,N/A,3
Aegiphila lopez-palacii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Agonandra excelsa,N/A,N/A,1100,1400,1000,1500,900,5
Agonandra peruviana,N/A,N/A,600,0,2000,N/A,N/A,3
Albizia multiflora,N/A,N/A,700,1200,0,N/A,N/A,3
Allophylus coriaceus,N/A,N/A,0,0,0,N/A,N/A,3
Allophylus glabratus,N/A,N/A,200,0,500,1400,N/A,4
Clethra castaneifolia,N/A,N/A,700,2100,2100,200,N/A,4
Clethra cuneata,N/A,N/A,700,1600,3200,1700,N/A,4
Colicodendron scabridum,N/A,N/A,1400,1400,700,N/A,N/A,3
Condalia weberbaueri,N/A,N/A,0,2300,N/A,500,N/A,3
Couepia bernardii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Croton thurifer,N/A,N/A,0,1400,N/A,N/A,N/A,2
Cyathea carolihenrici,N/A,N/A,700,N/A,600,300,N/A,3
Cyathea moranii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Cyathostegia mathewsii,N/A,N/A,1500,2100,1600,N/A,N/A,3
Cybianthus fosteri,N/A,N/A,0,0,0,0,N/A,4
Cybianthus peruvianus,N/A,N/A,2500,900,2300,1400,N/A,4
Dictyoloma vandellianum,N/A,N/A,400,1400,1800,1300,N/A,4
Diploon cuspidatum,N/A,N/A,200,N/A,800,100,N/A,3
Duranta serratifolia,N/A,N/A,600,0,800,1800,1100,5
Eriotheca ruizii,N/A,N/A,1400,0,0,N/A,N/A,3
Erythrina velutina,N/A,N/A,700,200,N/A,N/A,N/A,2
Eschweilera baguensis,N/A,N/A,1100,0,N/A,N/A,N/A,2
Espostoa lanata,N/A,N/A,1000,1400,N/A,N/A,N/A,2
Faramea candelabrum,N/A,N/A,100,900,2600,1400,N/A,4
Faramea exemplaris,N/A,N/A,1200,N/A,N/A,N/A,N/A,1
Ficus maroma,N/A,N/A,700,800,1100,800,300,5
Gallesia integrifolia,N/A,N/A,1000,1000,2100,1300,N/A,4
Annona andicola,N/A,N/A,1400,1200,1800,N/A,N/A,3
Guapira opposita,N/A,N/A,300,N/A,1800,1000,N/A,3
Guarea subandina,N/A,N/A,1300,300,N/A,N/A,N/A,2
Guatteria oblongifolia,N/A,N/A,1100,1300,2400,1000,N/A,4
Guatteria sodiroi,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Gynoxys nitida,N/A,N/A,0,300,400,N/A,N/A,3
Hedyosmum dombeyanum,N/A,N/A,400,1200,1300,900,N/A,4
Humiriastrum mapiriense,N/A,N/A,1600,100,0,900,N/A,4
Hydrangea jelskii,N/A,N/A,300,800,800,200,N/A,4
Idiopappus saloyensis,N/A,N/A,200,N/A,N/A,N/A,N/A,1
Ilex gabrielleana,N/A,N/A,1200,600,1400,N/A,N/A,3
Ilex hippocrateoides,N/A,N/A,1700,1500,2700,600,N/A,4
Ilex hualgayoca,N/A,N/A,1300,0,1000,N/A,N/A,3
Ilex rupicola,N/A,N/A,1600,N/A,N/A,N/A,N/A,1
Ilex teratopis,N/A,N/A,1900,2600,1800,500,N/A,4
Ilex villosula,N/A,N/A,0,1700,300,N/A,N/A,3
Incadendron esseri,N/A,N/A,300,N/A,900,N/A,N/A,2
Inga glomeriflora,N/A,N/A,1200,N/A,N/A,N/A,N/A,1
Inga killipiana,N/A,N/A,0,0,700,N/A,N/A,3
Iochroma grandiflorum,N/A,N/A,400,1500,N/A,N/A,N/A,2
Iryanthera olacoides,N/A,N/A,0,100,200,N/A,N/A,3
Joosia aequatoria,N/A,N/A,800,N/A,0,N/A,N/A,2
Ladenbergia riveroana,N/A,N/A,900,1700,1700,N/A,N/A,3
Licaria pucheri,N/A,N/A,100,N/A,2300,0,N/A,3
Lissocarpa uyat,N/A,N/A,400,800,500,N/A,N/A,3
Lomatia hirsuta,N/A,N/A,1400,1800,N/A,N/A,N/A,2
Loxopterygium huasango,N/A,N/A,1400,800,N/A,N/A,N/A,2
Lozania nunkui,N/A,N/A,1300,500,N/A,N/A,N/A,2
Luehea paniculata,N/A,N/A,100,100,2100,2200,N/A,4
Machaerium millei,N/A,N/A,1600,N/A,100,500,N/A,3
Matisia bicolor,N/A,N/A,0,500,700,N/A,N/A,3
Meliosma pumila,N/A,N/A,0,1800,0,N/A,N/A,3
Annona excellens,N/A,N/A,0,1000,200,N/A,N/A,3
Aspidosperma cylindrocarpon,N/A,N/A,0,400,1200,1400,N/A,4
Asplundia aulacostigma,N/A,N/A,700,N/A,N/A,N/A,N/A,1
Mezilaurus campaucola,N/A,N/A,1000,0,300,N/A,N/A,3
Miconia coelestis,N/A,N/A,0,0,1900,200,N/A,4
Miconia neriifolia,N/A,N/A,800,1200,1300,N/A,N/A,3
Miconia spennerostachya,N/A,N/A,1000,1600,1700,1900,N/A,4
Miconia subandicola,N/A,N/A,300,1400,2000,1000,N/A,4
Miconia suborbicularis,N/A,N/A,2000,N/A,N/A,N/A,N/A,1
Miconia tetragona,N/A,N/A,3200,N/A,0,0,N/A,3
Myrcianthes fimbriata,N/A,N/A,900,800,N/A,N/A,N/A,2
Myriocarpa laevigata,N/A,N/A,400,1200,1900,N/A,N/A,3
Myrsine reynelii,N/A,N/A,0,0,N/A,N/A,N/A,2
Nectandra olida,N/A,N/A,1000,1200,600,N/A,N/A,3
Nectandra pulverulenta,N/A,N/A,400,600,1500,900,N/A,4
Nectandra subbullata,N/A,N/A,400,N/A,N/A,N/A,N/A,1
Nectandra viburnoides,N/A,N/A,200,N/A,0,N/A,N/A,2
Nordenstamia cajamarcensis,N/A,N/A,0,300,300,N/A,N/A,3
Ocotea mandonii,N/A,N/A,500,0,1200,2000,N/A,4
Ocotea oblongoobovata,N/A,N/A,100,N/A,N/A,N/A,N/A,1
Ocotea obovata,N/A,N/A,100,1000,3000,0,N/A,4
Ocotea ovalifolia,N/A,N/A,1300,0,1700,N/A,N/A,3
Ocotea pedanomischa,N/A,N/A,700,500,1000,N/A,N/A,3
Oreopanax andreanus,N/A,N/A,1500,0,400,N/A,N/A,3
Oreopanax rosei,N/A,N/A,1300,N/A,N/A,N/A,N/A,1
Palicourea cutucuana,N/A,N/A,1100,900,N/A,N/A,N/A,2
Persea brevipes,N/A,N/A,1000,N/A,N/A,N/A,N/A,1
Persea raimondii,N/A,N/A,1200,0,0,N/A,N/A,3
Persea weberbaueri,N/A,N/A,1800,1300,0,N/A,N/A,3
Axinaea confusa,N/A,N/A,1200,0,1800,N/A,N/A,3
Bathysa australis,N/A,N/A,1500,0,2800,1900,N/A,4
Blakea mexiae,N/A,N/A,700,300,800,N/A,N/A,3
Piper heterophyllum,N/A,N/A,1100,1700,1100,2200,N/A,4
Piper longepilosum,N/A,N/A,2000,N/A,N/A,N/A,N/A,1
Piptocarpha lechleri,N/A,N/A,1700,0,1700,1100,N/A,4
Pittoniotis rotata,N/A,N/A,200,700,0,N/A,N/A,3
Pourouma herrerensis,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Pouteria condorensis,N/A,N/A,300,0,300,N/A,N/A,3
Pouteria lucumifolia,N/A,N/A,2300,N/A,1200,0,N/A,3
Prockia pentamera,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Protium rhynchophyllum,N/A,N/A,0,0,700,400,N/A,4
Prunus herthae,N/A,N/A,1100,0,N/A,N/A,N/A,2
Prunus pleiantha,N/A,N/A,1200,0,1600,N/A,N/A,3
Prunus stipulata,N/A,N/A,0,1900,1400,700,N/A,4
Remijia chelomaphylla,N/A,N/A,900,500,800,N/A,N/A,3
Rhamnus glandulosa,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Rudgea ciliata,N/A,N/A,1400,1100,2500,2400,N/A,4
Ruizodendron ovale,N/A,N/A,600,300,800,1200,N/A,4
Sarcaulus oblatus,N/A,N/A,600,N/A,N/A,N/A,N/A,1
Saurauia harlingii,N/A,N/A,1400,N/A,N/A,N/A,N/A,1
Senna mollissima,N/A,N/A,1700,2500,N/A,N/A,N/A,2
Sessea dependens,N/A,N/A,0,N/A,2700,300,N/A,3
Simira mollis,N/A,N/A,300,N/A,N/A,N/A,N/A,1
Siparuna cascada,N/A,N/A,2500,400,N/A,N/A,N/A,2
Sloanea garckeana,N/A,N/A,0,0,300,N/A,N/A,3
Sloanea meianthera,N/A,N/A,0,N/A,600,N/A,N/A,2
Sloanea obtusifolia,N/A,N/A,300,N/A,700,1000,N/A,3
Socratea salazarii,N/A,N/A,400,800,1000,0,N/A,4
Solanum cutervanum,N/A,N/A,1400,900,1000,N/A,N/A,3
Solanum maturecalvans,N/A,N/A,1400,2100,2800,2000,200,5
Solanum pendulum,N/A,N/A,1000,2000,2200,100,N/A,4
Solanum riparium,N/A,N/A,100,2100,2700,2200,1600,5
Blepharocalyx salicifolius,N/A,N/A,0,N/A,2000,2500,1600,4
Brunellia inermis,N/A,N/A,2000,200,1900,N/A,N/A,3
Sterculia rebeccae,N/A,N/A,900,0,1500,300,N/A,4
Strychnos erichsonii,N/A,N/A,100,N/A,N/A,N/A,N/A,1
Styrax foveolaria,N/A,N/A,2000,900,1100,N/A,N/A,3
Symplocos apiciflora,N/A,N/A,0,N/A,900,N/A,N/A,2
Symplocos canescens,N/A,N/A,900,N/A,N/A,N/A,N/A,1
Symplocos coriacea,N/A,N/A,600,200,1300,N/A,N/A,3
Symplocos peruviana,N/A,N/A,1300,1600,200,N/A,N/A,3
Symplocos rimbachii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Symplocos spruceana,N/A,N/A,400,N/A,N/A,N/A,N/A,1
Syzygium aemulum,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Tachigali chrysaloides,N/A,N/A,1800,900,300,N/A,N/A,3
Terminalia valverdeae,N/A,N/A,300,0,0,N/A,N/A,3
Ternstroemia jelskii,N/A,N/A,800,2300,1700,N/A,N/A,3
Ternstroemia luquillensis,N/A,N/A,200,N/A,N/A,N/A,N/A,1
Toulicia reticulata,N/A,N/A,0,400,700,N/A,N/A,3
Tovomita krukovii,N/A,N/A,0,N/A,N/A,300,N/A,2
Trichilia tomentosa,N/A,N/A,1100,1300,N/A,0,N/A,3
Triplaris poeppigiana,N/A,N/A,0,0,1000,1000,N/A,4
Vasconcellea quercifolia,N/A,N/A,0,900,900,1900,2800,5
Vochysia mapirensis,N/A,N/A,1300,0,1600,1400,N/A,4
Weinmannia haenkeana,N/A,N/A,400,1100,700,N/A,N/A,3
Xanthosoma caracu,N/A,N/A,500,N/A,N/A,N/A,N/A,1
Zanthoxylum bonifazieae,N/A,N/A,100,N/A,N/A,N/A,N/A,1
Caryocar amygdaliforme,N/A,N/A,800,600,700,N/A,N/A,3
Caryodaphnopsis fosteri,N/A,N/A,100,0,600,N/A,N/A,3
Casearia obovalis,N/A,N/A,1700,1100,800,1100,N/A,4
Cavanillesia hylogeiton,N/A,N/A,100,0,300,700,N/A,4
Cavendishia zamorensis,N/A,N/A,1000,N/A,N/A,N/A,N/A,1
Cecropia polystachya,N/A,N/A,0,N/A,2800,1600,N/A,3
Ceiba insignis,N/A,N/A,1700,1500,1000,0,900,5
Celtis loxensis,N/A,N/A,800,1900,1600,N/A,N/A,3
Aegiphila saltensis,N/A,N/A,N/A,0,N/A,900,1000,3
Cinchona hirsuta,N/A,N/A,N/A,0,700,N/A,N/A,2
Cinchona micrantha,N/A,N/A,N/A,0,2300,0,N/A,3
Colubrina retusa,N/A,N/A,N/A,200,900,N/A,N/A,2
Cordia iguaguana,N/A,N/A,N/A,1300,N/A,N/A,N/A,1
Cordia saccellia,N/A,N/A,N/A,2100,N/A,200,1500,3
Cyathea herzogii,N/A,N/A,N/A,0,900,1100,N/A,3
Cyathea nephele,N/A,N/A,N/A,0,2400,N/A,N/A,2
Cyathea ruiziana,N/A,N/A,N/A,0,2200,2100,N/A,3
Dasyphyllum brasiliense,N/A,N/A,N/A,0,2700,2300,N/A,3
Dendropanax williamsii,N/A,N/A,N/A,0,1200,1100,N/A,3
Eriotheca discolor,N/A,N/A,N/A,1500,300,N/A,N/A,2
Erythroxylum deciduum,N/A,N/A,N/A,0,0,0,N/A,3
Erythroxylum shatona,N/A,N/A,N/A,400,N/A,N/A,N/A,1
Erythroxylum subracemosum,N/A,N/A,N/A,100,N/A,0,N/A,2
Eugenia moraviana,N/A,N/A,N/A,500,1100,2200,700,4
Freziera uniauriculata,N/A,N/A,N/A,0,100,0,N/A,3
Amburana cearensis,N/A,N/A,N/A,0,900,1000,200,4
Guatteria guentheri,N/A,N/A,N/A,0,1000,N/A,N/A,2
Guettarda pohliana,N/A,N/A,N/A,0,1000,400,N/A,3
Hedyosmum lechleri,N/A,N/A,N/A,1100,2200,500,N/A,3
Hedyosmum peruvianum,N/A,N/A,N/A,700,300,N/A,N/A,2
Machaerium peruvianum,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Magnolia amazonica,N/A,N/A,N/A,0,800,N/A,N/A,2
Maraniona lavinii,N/A,N/A,N/A,1700,N/A,N/A,N/A,1
Meliosma sirensis,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia axinaeoides,N/A,N/A,N/A,0,1000,600,N/A,3
Miconia brevistylis,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Miconia carpishana,N/A,N/A,N/A,0,600,N/A,N/A,2
Miconia crassipes,N/A,N/A,N/A,800,1300,N/A,N/A,2
Miconia crassistigma,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia cretacea,N/A,N/A,N/A,600,1100,300,N/A,3
Miconia glomerulifera,N/A,N/A,N/A,0,100,100,N/A,3
Miconia modica,N/A,N/A,N/A,0,900,N/A,N/A,2
Miconia pavoniana,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia puberula,N/A,N/A,N/A,600,700,0,N/A,3
Miconia pulverulenta,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia saltuensis,N/A,N/A,N/A,0,900,N/A,N/A,2
Miconia weberbaueri,N/A,N/A,N/A,700,100,N/A,N/A,2
Mouriri peruviana,N/A,N/A,N/A,300,400,0,N/A,3
Myrsine youngii,N/A,N/A,N/A,0,200,N/A,N/A,2
Nectandra utilis,N/A,N/A,N/A,500,0,N/A,N/A,2
Oreopanax iodophyllus,N/A,N/A,N/A,100,0,N/A,N/A,2
Ouratea tarapotensis,N/A,N/A,N/A,100,100,N/A,N/A,2
Parapiptadenia excelsa,N/A,N/A,N/A,0,500,1900,1100,4
Parodiodendron marginivillosum,N/A,N/A,N/A,0,N/A,1000,100,3
Pereskia horrida,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Physocalymma scaberrimum,N/A,N/A,N/A,200,1600,1000,N/A,3
Athyana weinmanniifolia,N/A,N/A,N/A,600,N/A,1200,500,3
Axinaea lanceolata,N/A,N/A,N/A,400,1000,1300,N/A,3
Axinaea weberbaueri,N/A,N/A,N/A,0,0,N/A,N/A,2
Barnadesia caryophylla,N/A,N/A,N/A,100,1300,1300,N/A,3
Platymiscium gracile,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Porcelia ponderosa,N/A,N/A,N/A,900,2000,900,N/A,3
Protium montanum,N/A,N/A,N/A,600,900,1000,N/A,3
Ruagea subviridiflora,N/A,N/A,N/A,0,1600,900,N/A,3
Ruprechtia aperta,N/A,N/A,N/A,1400,N/A,N/A,N/A,1
Ruprechtia laxiflora,N/A,N/A,N/A,0,500,N/A,800,3
Schinopsis peruviana,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Senna loretensis,N/A,N/A,N/A,200,600,N/A,N/A,2
Solanum trichoneuron,N/A,N/A,N/A,2200,2100,2300,900,4
Bonellia mucronata,N/A,N/A,N/A,600,N/A,N/A,N/A,1
Brunellia brunnea,N/A,N/A,N/A,200,0,0,N/A,3
Styrax vilcabambae,N/A,N/A,N/A,0,800,N/A,N/A,2
Symplocos andicola,N/A,N/A,N/A,0,1000,N/A,N/A,2
Symplocos baehnii,N/A,N/A,N/A,0,2200,N/A,N/A,2
Tachigali peruviana,N/A,N/A,N/A,0,700,N/A,N/A,2
Tetrasida chachapoyensis,N/A,N/A,N/A,700,N/A,0,N/A,2
Tipuana tipu,N/A,N/A,N/A,0,N/A,2900,2200,3
Triplaris setosa,N/A,N/A,N/A,700,600,100,N/A,3
Vochysia haenkeana,N/A,N/A,N/A,400,1400,800,N/A,3
Weinmannia crassifolia,N/A,N/A,N/A,0,1900,1400,N/A,3
Weinmannia glomerata,N/A,N/A,N/A,200,400,N/A,N/A,2
Zanthoxylum tambopatense,N/A,N/A,N/A,0,700,300,N/A,3
Alchornea anamariae,N/A,N/A,N/A,N/A,900,800,N/A,2
Clavija nutans,N/A,N/A,N/A,N/A,1000,1200,N/A,2
Croton piluliferus,N/A,N/A,N/A,N/A,0,1100,N/A,2
Cyathea dintelmanii,N/A,N/A,N/A,N/A,1400,2400,N/A,2
Cyathea multisegmenta,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Dendropanax weberbaueri,N/A,N/A,N/A,N/A,100,N/A,N/A,1
Diatenopteryx sorbifolia,N/A,N/A,N/A,N/A,0,600,700,3
Enterolobium contortisiliquum,N/A,N/A,N/A,N/A,1000,2200,1400,3
Eriotheca roseorum,N/A,N/A,N/A,N/A,0,1000,0,3
Euplassa inaequalis,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Freziera cyanocantha,N/A,N/A,N/A,N/A,100,N/A,0,2
Freziera dudleyi,N/A,N/A,N/A,N/A,1500,700,N/A,2
Freziera parva,N/A,N/A,N/A,N/A,900,N/A,N/A,1
Freziera revoluta,N/A,N/A,N/A,N/A,100,N/A,N/A,1
Alsophila gastonyi,N/A,N/A,N/A,N/A,600,N/A,N/A,1
Alsophila minervae,N/A,N/A,N/A,N/A,0,0,N/A,2
Aniba firmula,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Geissanthus bangii,N/A,N/A,N/A,N/A,1200,1200,N/A,2
Guatteria cuscoensis,N/A,N/A,N/A,N/A,200,N/A,N/A,1
Guatteria terminalis,N/A,N/A,N/A,N/A,400,N/A,N/A,1
Hebanthe occidentalis,N/A,N/A,N/A,N/A,2100,2100,1300,3
Ilex trichoclada,N/A,N/A,N/A,N/A,0,1500,N/A,2
Macrocarpaea maguirei,N/A,N/A,N/A,N/A,1600,N/A,N/A,1
Magnolia boliviana,N/A,N/A,N/A,N/A,100,400,N/A,2
Magnolia gentryi,N/A,N/A,N/A,N/A,1000,N/A,N/A,1
Magnolia madidiensis,N/A,N/A,N/A,N/A,500,0,N/A,2
Matayba boliviana,N/A,N/A,N/A,N/A,1300,1500,N/A,2
Mauria denticulata,N/A,N/A,N/A,N/A,700,0,N/A,2
Annona emarginata,N/A,N/A,N/A,N/A,1000,N/A,700,2
Annona williamsii,N/A,N/A,N/A,N/A,600,1300,N/A,2
Aralia soratensis,N/A,N/A,N/A,N/A,2300,1700,300,3
Meliosma solomonii,N/A,N/A,N/A,N/A,2500,2300,N/A,2
Meriania cuzcoana,N/A,N/A,N/A,N/A,200,N/A,N/A,1
Metrodorea flavida,N/A,N/A,N/A,N/A,1100,400,N/A,2
Miconia aprica,N/A,N/A,N/A,N/A,2400,N/A,N/A,1
Miconia barbeyana,N/A,N/A,N/A,N/A,2800,N/A,N/A,1
Miconia brachyanthera,N/A,N/A,N/A,N/A,1700,N/A,N/A,1
Miconia brittonii,N/A,N/A,N/A,N/A,1300,1200,N/A,2
Miconia cookii,N/A,N/A,N/A,N/A,900,N/A,N/A,1
Miconia lasiostyla,N/A,N/A,N/A,N/A,500,N/A,N/A,1
Miconia madisonii,N/A,N/A,N/A,N/A,1100,N/A,N/A,1
Miconia plumifera,N/A,N/A,N/A,N/A,2700,500,N/A,2
Miconia polychaeta,N/A,N/A,N/A,N/A,1000,N/A,N/A,1
Miconia setulosa,N/A,N/A,N/A,N/A,900,1100,N/A,2
Miconia terborghii,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Miconia terera,N/A,N/A,N/A,N/A,500,N/A,N/A,1
Mollinedia boliviensis,N/A,N/A,N/A,N/A,1300,2100,N/A,2
Monnina connectisepala,N/A,N/A,N/A,N/A,1200,500,N/A,2
Myracrodruon urundeuva,N/A,N/A,N/A,N/A,800,2000,300,3
Myrcia atrorufa,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Myrcianthes pungens,N/A,N/A,N/A,N/A,0,1000,1500,3
Myrsine laetevirens,N/A,N/A,N/A,N/A,900,1400,500,3
Neea subpubescens,N/A,N/A,N/A,N/A,0,0,N/A,2
Nordenstamia repanda,N/A,N/A,N/A,N/A,700,2000,0,3
Ocotea glabriflora,N/A,N/A,N/A,N/A,300,N/A,N/A,1
Ocotea pajonalis,N/A,N/A,N/A,N/A,900,N/A,N/A,1
Oreopanax kuntzei,N/A,N/A,N/A,N/A,1400,1500,N/A,2
Oreopanax pavonii,N/A,N/A,N/A,N/A,200,N/A,N/A,1
Parinari occidentalis,N/A,N/A,N/A,N/A,1600,500,N/A,2
Persea corymbosa,N/A,N/A,N/A,N/A,300,N/A,N/A,1
Persea pajonalis,N/A,N/A,N/A,N/A,900,N/A,N/A,1
Phyllostylon rhamnoides,N/A,N/A,N/A,N/A,500,900,0,3
Bellucia aequiloba,N/A,N/A,N/A,N/A,1400,1300,N/A,2
Piper calvescentinerve,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Piper tucumanum,N/A,N/A,N/A,N/A,1100,1100,1200,3
Piptadenia cuzcoensis,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Piptadenia robusta,N/A,N/A,N/A,N/A,600,200,N/A,2
Pisonia zapallo,N/A,N/A,N/A,N/A,300,1700,800,3
Prunus detrita,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Pseudobombax marginatum,N/A,N/A,N/A,N/A,400,1200,0,3
Randia micracantha,N/A,N/A,N/A,N/A,3300,2000,1500,3
Rinorea guianensis,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Ruagea ovalis,N/A,N/A,N/A,N/A,600,1100,N/A,2
Ruprechtia apetala,N/A,N/A,N/A,N/A,400,2000,1300,3
Saurauia formosa,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Schefflera allocotantha,N/A,N/A,N/A,N/A,200,200,N/A,2
Schefflera herzogii,N/A,N/A,N/A,N/A,1100,1100,N/A,2
Schefflera inambarica,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Schinopsis brasiliensis,N/A,N/A,N/A,N/A,1300,1100,0,3
Scutia buxifolia,N/A,N/A,N/A,N/A,400,1000,1000,3
Siphoneugena occidentalis,N/A,N/A,N/A,N/A,900,1100,600,3
Bougainvillea stipitata,N/A,N/A,N/A,N/A,300,2500,1800,3
Brunellia boliviana,N/A,N/A,N/A,N/A,900,1700,N/A,2
Brunellia cuzcoensis,N/A,N/A,N/A,N/A,600,N/A,N/A,1
Brunellia weberbaueri,N/A,N/A,N/A,N/A,1500,N/A,N/A,1
Styloceras brokawii,N/A,N/A,N/A,N/A,300,800,N/A,2
Symplocos psiloclada,N/A,N/A,N/A,N/A,1000,N/A,N/A,1
Terminalia triflora,N/A,N/A,N/A,N/A,600,1800,900,3
Ternstroemia brachypoda,N/A,N/A,N/A,N/A,0,100,0,3
Ternstroemia polyandra,N/A,N/A,N/A,N/A,1100,200,N/A,2
Trichilia claussenii,N/A,N/A,N/A,N/A,1200,1500,1500,3
Vatairea fusca,N/A,N/A,N/A,N/A,900,300,N/A,2
