species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25,num_of_regions
Prunus stipulata,N/A,N/A,0,1900,1300,700,N/A,4
Psychotria pichisensis,N/A,N/A,2000,1800,2000,1400,N/A,4
Quararibea wittii,N/A,N/A,800,400,800,N/A,N/A,3
Quiina obovata,N/A,N/A,0,N/A,300,N/A,N/A,2
Remijia chelomaphylla,N/A,N/A,900,500,800,N/A,N/A,3
Rhamnidium elaeocarpum,N/A,N/A,100,200,1000,1500,1000,5
Rhodostemonodaphne cyclops,N/A,N/A,200,N/A,N/A,N/A,N/A,1
Roupala cordifolia,N/A,N/A,700,400,1600,N/A,N/A,3
Rudgea ciliata,N/A,N/A,0,1100,2000,1900,N/A,4
Ruizodendron ovale,N/A,N/A,600,300,800,1200,N/A,4
Sarcaulus oblatus,N/A,N/A,600,N/A,N/A,N/A,N/A,1
Saurauia harlingii,N/A,N/A,400,N/A,N/A,N/A,N/A,1
Saurauia peruviana,N/A,N/A,1700,1100,800,2200,N/A,4
Schefflera sodiroi,N/A,N/A,1100,N/A,N/A,N/A,N/A,1
Senna mollissima,N/A,N/A,1400,2500,N/A,N/A,N/A,2
Sessea dependens,N/A,N/A,0,N/A,2700,300,N/A,3
Simira mollis,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Siparuna cascada,N/A,N/A,800,400,N/A,N/A,N/A,2
Siparuna cristata,N/A,N/A,1200,400,700,N/A,N/A,3
Siparuna tomentosa,N/A,N/A,900,3200,2400,2400,N/A,4
Sloanea brevipes,N/A,N/A,0,N/A,900,N/A,N/A,2
Sloanea laxiflora,N/A,N/A,0,N/A,100,N/A,N/A,2
Sloanea obtusifolia,N/A,N/A,0,N/A,700,1000,N/A,3
Socratea salazarii,N/A,N/A,400,800,900,N/A,N/A,3
Solanum cutervanum,N/A,N/A,1000,900,1000,N/A,N/A,3
Solanum maturecalvans,N/A,N/A,1000,2100,2800,2000,200,5
Solanum pendulum,N/A,N/A,800,2000,2200,0,N/A,4
Solanum riparium,N/A,N/A,100,2100,2300,2200,1600,5
Brachyotum gleasonii,N/A,N/A,500,N/A,N/A,N/A,N/A,1
Brunellia inermis,N/A,N/A,1200,200,1200,N/A,N/A,3
Sterculia rebeccae,N/A,N/A,600,0,1500,300,N/A,4
Styrax foveolaria,N/A,N/A,2000,900,1100,N/A,N/A,3
Styrax heterotrichus,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Styrax peruvianus,N/A,N/A,1000,500,N/A,N/A,N/A,2
Symplocos apiciflora,N/A,N/A,0,N/A,900,N/A,N/A,2
Symplocos arechea,N/A,N/A,500,1400,2000,1600,N/A,4
Symplocos canescens,N/A,N/A,800,N/A,N/A,N/A,N/A,1
Symplocos coriacea,N/A,N/A,200,200,1300,N/A,N/A,3
Symplocos fuliginosa,N/A,N/A,1200,900,800,N/A,N/A,3
Symplocos fuscata,N/A,N/A,1100,0,N/A,N/A,N/A,2
Symplocos peruviana,N/A,N/A,1300,1600,0,N/A,N/A,3
Symplocos reflexa,N/A,N/A,0,0,0,N/A,N/A,3
Symplocos rimbachii,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Symplocos spruceana,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Symplocos subandina,N/A,N/A,300,N/A,N/A,N/A,N/A,1
Tachigali chrysaloides,N/A,N/A,1800,900,300,N/A,N/A,3
Terminalia valverdeae,N/A,N/A,0,0,N/A,N/A,N/A,2
Ternstroemia jelskii,N/A,N/A,700,2300,1700,N/A,N/A,3
Ternstroemia luquillensis,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Theobroma speciosum,N/A,N/A,100,100,100,0,N/A,4
Tovomita krukovii,N/A,N/A,0,N/A,N/A,300,N/A,2
Trichilia rubra,N/A,N/A,1800,700,1200,600,N/A,4
Trichilia stipitata,N/A,N/A,100,N/A,N/A,N/A,N/A,1
Trichilia tomentosa,N/A,N/A,300,1300,N/A,0,N/A,3
Triplaris poeppigiana,N/A,N/A,0,0,1000,800,N/A,4
Triplaris weigeltiana,N/A,N/A,100,1000,N/A,N/A,N/A,2
Urera lianoides,N/A,N/A,400,N/A,1800,1500,100,4
Vasconcellea quercifolia,N/A,N/A,0,900,700,1900,2800,5
Verbesina latisquama,N/A,N/A,300,N/A,N/A,N/A,N/A,1
Virola mollissima,N/A,N/A,100,0,400,N/A,N/A,3
Vochysia mapirensis,N/A,N/A,600,0,1600,1400,N/A,4
Weinmannia haenkeana,N/A,N/A,0,1100,700,N/A,N/A,3
Weinmannia ovata,N/A,N/A,1700,1200,1900,1000,N/A,4
Weinmannia polyphylla,N/A,N/A,0,N/A,N/A,N/A,N/A,1
Xanthosoma caracu,N/A,N/A,500,N/A,N/A,N/A,N/A,1
Xylopia calophylla,N/A,N/A,0,0,800,N/A,N/A,3
Xylopia cuspidata,N/A,N/A,400,700,900,0,N/A,4
Zanthoxylum bonifazieae,N/A,N/A,100,N/A,N/A,N/A,N/A,1
Zanthoxylum sprucei,N/A,N/A,300,1300,1600,1300,N/A,4
Zygia lathetica,N/A,N/A,100,N/A,N/A,N/A,N/A,1
Campomanesia speciosa,N/A,N/A,0,200,900,0,N/A,4
Capparidastrum petiolare,N/A,N/A,1600,2000,1400,N/A,N/A,3
Caryocar amygdaliforme,N/A,N/A,0,600,700,N/A,N/A,3
Casearia obovalis,N/A,N/A,1600,1100,800,1100,N/A,4
Castilla ulei,N/A,N/A,200,0,500,N/A,N/A,3
Cavanillesia hylogeiton,N/A,N/A,100,0,300,700,N/A,4
Cavendishia zamorensis,N/A,N/A,1000,N/A,N/A,N/A,N/A,1
Cecropia polystachya,N/A,N/A,0,N/A,2800,1500,N/A,3
Ceiba insignis,N/A,N/A,1200,1500,1000,N/A,900,4
Ceiba samauma,N/A,N/A,900,1500,2400,300,N/A,4
Ceiba trischistandra,N/A,N/A,1100,N/A,N/A,N/A,N/A,1
Celtis loxensis,N/A,N/A,800,1900,1000,N/A,N/A,3
Ceroxylon echinulatum,N/A,N/A,700,N/A,700,N/A,N/A,2
Cestrum conglomeratum,N/A,N/A,100,1600,2600,2900,N/A,4
Chimarrhis glabriflora,N/A,N/A,800,700,900,700,N/A,4
Chrysophyllum amazonicum,N/A,N/A,800,700,900,N/A,N/A,3
Achatocarpus praecox,N/A,N/A,N/A,1300,600,1800,900,4
Actinostemon concolor,N/A,N/A,N/A,0,500,N/A,N/A,2
Aegiphila saltensis,N/A,N/A,N/A,0,N/A,900,1000,3
Aiouea grandifolia,N/A,N/A,N/A,1300,1400,0,N/A,3
Cinchona hirsuta,N/A,N/A,N/A,0,700,N/A,N/A,2
Cinchona micrantha,N/A,N/A,N/A,0,2300,0,N/A,3
Clusia pavonii,N/A,N/A,N/A,500,N/A,N/A,N/A,1
Colubrina retusa,N/A,N/A,N/A,200,900,N/A,N/A,2
Condalia weberbaueri,N/A,N/A,N/A,2300,N/A,500,N/A,2
Cordia iguaguana,N/A,N/A,N/A,1300,N/A,N/A,N/A,1
Cordia saccellia,N/A,N/A,N/A,2100,N/A,200,1500,3
Cyathea cystolepis,N/A,N/A,N/A,200,300,N/A,N/A,2
Cyathea herzogii,N/A,N/A,N/A,0,900,1100,N/A,3
Cyathea nephele,N/A,N/A,N/A,0,2400,N/A,N/A,2
Cyathea ruiziana,N/A,N/A,N/A,0,2200,2100,N/A,3
Cybianthus fosteri,N/A,N/A,N/A,0,0,0,N/A,3
Dasyphyllum brasiliense,N/A,N/A,N/A,0,2600,2300,N/A,3
Dendropanax williamsii,N/A,N/A,N/A,0,1100,1100,N/A,3
Duranta serratifolia,N/A,N/A,N/A,0,800,1800,1100,4
Endlicheria tschudyana,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Eriotheca discolor,N/A,N/A,N/A,1500,300,N/A,N/A,2
Erythroxylum deciduum,N/A,N/A,N/A,0,0,0,N/A,3
Erythroxylum shatona,N/A,N/A,N/A,400,N/A,N/A,N/A,1
Erythroxylum subracemosum,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Eugenia moraviana,N/A,N/A,N/A,500,1100,2200,700,4
Eugenia tamaensis,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Faramea candelabrum,N/A,N/A,N/A,900,2600,1400,N/A,3
Ficus casapiensis,N/A,N/A,N/A,200,1300,N/A,N/A,2
Freziera uniauriculata,N/A,N/A,N/A,0,100,0,N/A,3
Gallesia integrifolia,N/A,N/A,N/A,1000,1200,1300,N/A,3
Amburana cearensis,N/A,N/A,N/A,0,800,900,200,4
Ampelocera ruizii,N/A,N/A,N/A,800,1600,1300,N/A,3
Guatteria guentheri,N/A,N/A,N/A,0,700,N/A,N/A,2
Guettarda pohliana,N/A,N/A,N/A,0,1000,400,N/A,3
Gynoxys nitida,N/A,N/A,N/A,300,400,N/A,N/A,2
Hedyosmum lechleri,N/A,N/A,N/A,1100,2200,500,N/A,3
Hedyosmum peruvianum,N/A,N/A,N/A,700,300,N/A,N/A,2
Hydrangea jelskii,N/A,N/A,N/A,800,800,200,N/A,3
Inga killipiana,N/A,N/A,N/A,0,700,N/A,N/A,2
Iryanthera olacoides,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Machaerium peruvianum,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Magnolia amazonica,N/A,N/A,N/A,0,600,N/A,N/A,2
Maraniona lavinii,N/A,N/A,N/A,1700,N/A,N/A,N/A,1
Matisia bicolor,N/A,N/A,N/A,500,700,N/A,N/A,2
Meliosma pumila,N/A,N/A,N/A,1800,N/A,N/A,N/A,1
Aspidosperma cylindrocarpon,N/A,N/A,N/A,400,1200,1400,N/A,3
Aspidosperma macrocarpon,N/A,N/A,N/A,100,1200,400,N/A,3
Meliosma sirensis,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia adinantha,N/A,N/A,N/A,0,700,N/A,N/A,2
Miconia alpina,N/A,N/A,N/A,0,400,N/A,N/A,2
Miconia axinaeoides,N/A,N/A,N/A,0,1000,600,N/A,3
Miconia brevistylis,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Miconia carpishana,N/A,N/A,N/A,0,600,N/A,N/A,2
Miconia coelestis,N/A,N/A,N/A,0,1900,200,N/A,3
Miconia crassipes,N/A,N/A,N/A,800,1300,N/A,N/A,2
Miconia crassistigma,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia cretacea,N/A,N/A,N/A,600,1000,300,N/A,3
Miconia elongata,N/A,N/A,N/A,900,2500,1700,N/A,3
Miconia glomerulifera,N/A,N/A,N/A,0,100,100,N/A,3
Miconia modica,N/A,N/A,N/A,0,900,N/A,N/A,2
Miconia pavoniana,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia puberula,N/A,N/A,N/A,600,700,0,N/A,3
Miconia pulverulenta,N/A,N/A,N/A,0,0,N/A,N/A,2
Miconia saltuensis,N/A,N/A,N/A,0,900,N/A,N/A,2
Miconia spennerostachya,N/A,N/A,N/A,1600,1700,1900,N/A,3
Miconia weberbaueri,N/A,N/A,N/A,700,0,N/A,N/A,2
Mouriri peruviana,N/A,N/A,N/A,300,400,N/A,N/A,2
Myrcia egensis,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Myrsine reynelii,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Myrsine youngii,N/A,N/A,N/A,0,200,N/A,N/A,2
Nectandra utilis,N/A,N/A,N/A,500,0,N/A,N/A,2
Ocotea jelskii,N/A,N/A,N/A,0,1200,1100,N/A,3
Ocotea mandonii,N/A,N/A,N/A,0,1100,2000,N/A,3
Ocotea obovata,N/A,N/A,N/A,1000,3000,0,N/A,3
Oreopanax iodophyllus,N/A,N/A,N/A,100,0,N/A,N/A,2
Ouratea tarapotensis,N/A,N/A,N/A,100,0,N/A,N/A,2
Parapiptadenia excelsa,N/A,N/A,N/A,0,500,1900,1100,4
Parodiodendron marginivillosum,N/A,N/A,N/A,0,N/A,1000,100,3
Pereskia horrida,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Perrottetia gentryi,N/A,N/A,N/A,0,1800,1100,N/A,3
Persea peruviana,N/A,N/A,N/A,600,1400,1500,N/A,3
Physocalymma scaberrimum,N/A,N/A,N/A,200,1600,500,N/A,3
Athyana weinmanniifolia,N/A,N/A,N/A,600,N/A,1200,500,3
Axinaea lanceolata,N/A,N/A,N/A,400,1000,1300,N/A,3
Axinaea weberbaueri,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Barnadesia caryophylla,N/A,N/A,N/A,100,1300,1300,N/A,3
Platymiscium gracile,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Porcelia ponderosa,N/A,N/A,N/A,900,1600,800,N/A,3
Pouteria macrophylla,N/A,N/A,N/A,0,600,900,N/A,3
Protium montanum,N/A,N/A,N/A,600,900,1000,N/A,3
Protium rhynchophyllum,N/A,N/A,N/A,0,700,200,N/A,3
Ruagea subviridiflora,N/A,N/A,N/A,0,1600,900,N/A,3
Ruprechtia aperta,N/A,N/A,N/A,1400,N/A,N/A,N/A,1
Ruprechtia laxiflora,N/A,N/A,N/A,0,500,N/A,800,3
Salacia solimoesensis,N/A,N/A,N/A,0,N/A,N/A,N/A,1
Saurauia biserrata,N/A,N/A,N/A,0,1400,N/A,N/A,2
Schinopsis peruviana,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Seguieria americana,N/A,N/A,N/A,500,800,N/A,N/A,2
Senna loretensis,N/A,N/A,N/A,200,600,N/A,N/A,2
Sloanea garckeana,N/A,N/A,N/A,0,300,N/A,N/A,2
Sloanea sinemariensis,N/A,N/A,N/A,1800,700,N/A,N/A,2
Solanum trichoneuron,N/A,N/A,N/A,2200,1900,1200,900,4
Sorocea guilleminiana,N/A,N/A,N/A,700,1700,1400,N/A,3
Bonellia mucronata,N/A,N/A,N/A,600,N/A,N/A,N/A,1
Brunellia brunnea,N/A,N/A,N/A,200,0,0,N/A,3
Styrax vilcabambae,N/A,N/A,N/A,0,700,N/A,N/A,2
Symplocos andicola,N/A,N/A,N/A,0,1000,N/A,N/A,2
Symplocos baehnii,N/A,N/A,N/A,0,2200,N/A,N/A,2
Tachigali peruviana,N/A,N/A,N/A,0,700,N/A,N/A,2
Talisia obovata,N/A,N/A,N/A,300,0,N/A,N/A,2
Tetrasida chachapoyensis,N/A,N/A,N/A,700,N/A,0,N/A,2
Tipuana tipu,N/A,N/A,N/A,0,N/A,2900,2200,3
Toulicia reticulata,N/A,N/A,N/A,400,700,N/A,N/A,2
Trichilia inaequilatera,N/A,N/A,N/A,200,1400,2000,N/A,3
Triplaris setosa,N/A,N/A,N/A,700,500,100,N/A,3
Viburnum reticulatum,N/A,N/A,N/A,500,N/A,N/A,N/A,1
Vochysia haenkeana,N/A,N/A,N/A,400,1400,400,N/A,3
Weinmannia crassifolia,N/A,N/A,N/A,0,1900,1400,N/A,3
Weinmannia glomerata,N/A,N/A,N/A,200,0,N/A,N/A,2
Weinmannia subsessiliflora,N/A,N/A,N/A,1600,1000,600,N/A,3
Zanthoxylum tambopatense,N/A,N/A,N/A,0,700,300,N/A,3
Caryodaphnopsis fosteri,N/A,N/A,N/A,0,600,N/A,N/A,2
Chloroleucon mangense,N/A,N/A,N/A,400,N/A,N/A,0,2
Chomelia polyantha,N/A,N/A,N/A,100,N/A,N/A,N/A,1
Alchornea anamariae,N/A,N/A,N/A,N/A,900,800,N/A,2
Cinchona calisaya,N/A,N/A,N/A,N/A,3000,2200,N/A,2
Cinchona pyrifolia,N/A,N/A,N/A,N/A,900,0,N/A,2
Clavija nutans,N/A,N/A,N/A,N/A,1000,1200,N/A,2
Croton piluliferus,N/A,N/A,N/A,N/A,0,1100,N/A,2
Cyathea austropallescens,N/A,N/A,N/A,N/A,1500,600,N/A,2
Cyathea catacampta,N/A,N/A,N/A,N/A,700,N/A,N/A,1
Cyathea dintelmanii,N/A,N/A,N/A,N/A,800,2400,N/A,2
Cyathea multisegmenta,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Diatenopteryx sorbifolia,N/A,N/A,N/A,N/A,0,600,700,3
Diospyros nigra,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Diploon cuspidatum,N/A,N/A,N/A,N/A,800,100,N/A,2
Endlicheria macrophylla,N/A,N/A,N/A,N/A,500,N/A,N/A,1
Enterolobium contortisiliquum,N/A,N/A,N/A,N/A,100,2200,1400,3
Euplassa inaequalis,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Freziera cyanocantha,N/A,N/A,N/A,N/A,100,N/A,0,2
Freziera dudleyi,N/A,N/A,N/A,N/A,600,700,N/A,2
Freziera parva,N/A,N/A,N/A,N/A,900,N/A,N/A,1
Freziera revoluta,N/A,N/A,N/A,N/A,100,N/A,N/A,1
Alsophila gastonyi,N/A,N/A,N/A,N/A,600,N/A,N/A,1
Alsophila minervae,N/A,N/A,N/A,N/A,0,0,N/A,2
Geissanthus bangii,N/A,N/A,N/A,N/A,900,1200,N/A,2
Guapira noxia,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Guatteria cuscoensis,N/A,N/A,N/A,N/A,200,N/A,N/A,1
Guatteria terminalis,N/A,N/A,N/A,N/A,400,N/A,N/A,1
Hebanthe occidentalis,N/A,N/A,N/A,N/A,1800,2100,1300,3
Hedyosmum tepuiense,N/A,N/A,N/A,N/A,1500,N/A,N/A,1
Heteropterys laurifolia,N/A,N/A,N/A,N/A,1500,1100,N/A,2
Hieronyma scabra,N/A,N/A,N/A,N/A,0,0,N/A,2
Ilex goudotii,N/A,N/A,N/A,N/A,1000,600,N/A,2
Ilex sessiliflora,N/A,N/A,N/A,N/A,1100,500,N/A,2
Ilex trichoclada,N/A,N/A,N/A,N/A,0,1500,N/A,2
Inga setosa,N/A,N/A,N/A,N/A,2000,1800,N/A,2
Machaerium acutifolium,N/A,N/A,N/A,N/A,1000,1300,N/A,2
Macrocarpaea maguirei,N/A,N/A,N/A,N/A,1600,N/A,N/A,1
Magnolia boliviana,N/A,N/A,N/A,N/A,0,400,N/A,2
Magnolia gentryi,N/A,N/A,N/A,N/A,1000,N/A,N/A,1
Magnolia madidiensis,N/A,N/A,N/A,N/A,500,0,N/A,2
Matayba boliviana,N/A,N/A,N/A,N/A,1300,1500,N/A,2
Mauria denticulata,N/A,N/A,N/A,N/A,700,0,N/A,2
Meliosma glabrata,N/A,N/A,N/A,N/A,3100,400,N/A,2
Annona emarginata,N/A,N/A,N/A,N/A,700,N/A,700,2
Annona williamsii,N/A,N/A,N/A,N/A,600,1300,N/A,2
Aralia soratensis,N/A,N/A,N/A,N/A,2300,1300,300,3
Meliosma solomonii,N/A,N/A,N/A,N/A,800,2300,N/A,2
Meriania cuzcoana,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Metrodorea flavida,N/A,N/A,N/A,N/A,1100,100,N/A,2
Miconia aprica,N/A,N/A,N/A,N/A,2400,N/A,N/A,1
Miconia barbeyana,N/A,N/A,N/A,N/A,1100,N/A,N/A,1
Miconia brachyanthera,N/A,N/A,N/A,N/A,1600,N/A,N/A,1
Miconia brittonii,N/A,N/A,N/A,N/A,1300,1200,N/A,2
Miconia cookii,N/A,N/A,N/A,N/A,400,N/A,N/A,1
Miconia lasiostyla,N/A,N/A,N/A,N/A,400,N/A,N/A,1
Miconia madisonii,N/A,N/A,N/A,N/A,1100,N/A,N/A,1
Miconia plumifera,N/A,N/A,N/A,N/A,2700,500,N/A,2
Miconia polychaeta,N/A,N/A,N/A,N/A,1000,N/A,N/A,1
Miconia setulosa,N/A,N/A,N/A,N/A,900,1100,N/A,2
Miconia terborghii,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Miconia terera,N/A,N/A,N/A,N/A,500,N/A,N/A,1
Mollinedia boliviensis,N/A,N/A,N/A,N/A,0,2100,N/A,2
Monnina connectisepala,N/A,N/A,N/A,N/A,1200,500,N/A,2
Myracrodruon urundeuva,N/A,N/A,N/A,N/A,500,1900,300,3
Myrcia atrorufa,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Myrcia minutiflora,N/A,N/A,N/A,N/A,200,N/A,N/A,1
Myrcianthes karsteniana,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Myrcianthes pungens,N/A,N/A,N/A,N/A,0,1000,1500,3
Myrsine laetevirens,N/A,N/A,N/A,N/A,600,1400,500,3
Nordenstamia repanda,N/A,N/A,N/A,N/A,600,2000,0,3
Ocotea glabriflora,N/A,N/A,N/A,N/A,300,N/A,N/A,1
Ocotea pajonalis,N/A,N/A,N/A,N/A,900,N/A,N/A,1
Oreopanax kuntzei,N/A,N/A,N/A,N/A,1400,1500,N/A,2
Oreopanax pavonii,N/A,N/A,N/A,N/A,100,N/A,N/A,1
Parinari occidentalis,N/A,N/A,N/A,N/A,1600,500,N/A,2
Persea corymbosa,N/A,N/A,N/A,N/A,300,N/A,N/A,1
Persea pajonalis,N/A,N/A,N/A,N/A,900,N/A,N/A,1
Phyllostylon rhamnoides,N/A,N/A,N/A,N/A,500,900,0,3
Axinaea pennellii,N/A,N/A,N/A,N/A,300,N/A,N/A,1
Bellucia aequiloba,N/A,N/A,N/A,N/A,1400,1300,N/A,2
Piper tucumanum,N/A,N/A,N/A,N/A,700,1100,1200,3
Piptadenia robusta,N/A,N/A,N/A,N/A,100,200,N/A,2
Pisonia zapallo,N/A,N/A,N/A,N/A,300,1700,800,3
Pogonopus tubulosus,N/A,N/A,N/A,N/A,2300,1200,1500,3
Pourouma cuspidata,N/A,N/A,N/A,N/A,0,0,N/A,2
Pouteria juruana,N/A,N/A,N/A,N/A,1100,N/A,N/A,1
Prunus detrita,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Pseudobombax marginatum,N/A,N/A,N/A,N/A,400,900,0,3
Randia micracantha,N/A,N/A,N/A,N/A,0,2000,1500,3
Ruagea ovalis,N/A,N/A,N/A,N/A,600,1100,N/A,2
Ruprechtia apetala,N/A,N/A,N/A,N/A,400,2000,1300,3
Saurauia formosa,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Schefflera allocotantha,N/A,N/A,N/A,N/A,100,200,N/A,2
Schefflera herzogii,N/A,N/A,N/A,N/A,1100,1100,N/A,2
Schefflera inambarica,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Schinopsis brasiliensis,N/A,N/A,N/A,N/A,1200,1100,0,3
Scutia buxifolia,N/A,N/A,N/A,N/A,400,1000,1000,3
Sebastiania brasiliensis,N/A,N/A,N/A,N/A,400,1800,1500,3
Siphoneugena occidentalis,N/A,N/A,N/A,N/A,900,1100,600,3
Sloanea meianthera,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Blepharocalyx salicifolius,N/A,N/A,N/A,N/A,2000,2500,1600,3
Bougainvillea stipitata,N/A,N/A,N/A,N/A,300,2500,1800,3
Brunellia boliviana,N/A,N/A,N/A,N/A,900,1700,N/A,2
Brunellia cuzcoensis,N/A,N/A,N/A,N/A,600,N/A,N/A,1
Brunellia weberbaueri,N/A,N/A,N/A,N/A,1500,N/A,N/A,1
Styloceras brokawii,N/A,N/A,N/A,N/A,200,800,N/A,2
Symplocos psiloclada,N/A,N/A,N/A,N/A,1000,N/A,N/A,1
Tachigali alba,N/A,N/A,N/A,N/A,1300,200,N/A,2
Terminalia triflora,N/A,N/A,N/A,N/A,600,1300,900,3
Ternstroemia brachypoda,N/A,N/A,N/A,N/A,0,100,0,3
Ternstroemia globiflora,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Ternstroemia polyandra,N/A,N/A,N/A,N/A,600,200,N/A,2
Trichilia claussenii,N/A,N/A,N/A,N/A,1200,1500,1500,3
Vatairea fusca,N/A,N/A,N/A,N/A,900,0,N/A,2
Vochysia majuscula,N/A,N/A,N/A,N/A,500,N/A,N/A,1
Weinmannia bangii,N/A,N/A,N/A,N/A,600,1700,N/A,2
Ximenia americana,N/A,N/A,N/A,N/A,400,1600,600,3
Zanthoxylum harrisii,N/A,N/A,N/A,N/A,0,N/A,N/A,1
Zanthoxylum pucro,N/A,N/A,N/A,N/A,500,700,N/A,2
Bunchosia paraguariensis,N/A,N/A,N/A,N/A,0,0,N/A,2
Cariniana estrellensis,N/A,N/A,N/A,N/A,1600,1400,N/A,2
Cecropia tacuna,N/A,N/A,N/A,N/A,1600,200,N/A,2
Chrysophyllum gonocarpum,N/A,N/A,N/A,N/A,1200,1900,1200,3
Chrysophyllum marginatum,N/A,N/A,N/A,N/A,500,1800,800,3
Cnicothamnus lorentzii,N/A,N/A,N/A,N/A,N/A,2000,1500,2
Cnidoscolus vitifolius,N/A,N/A,N/A,N/A,N/A,100,400,2
Coccoloba tiliacea,N/A,N/A,N/A,N/A,N/A,1100,1600,2
Cordia americana,N/A,N/A,N/A,N/A,N/A,0,900,2
Cordia trichotoma,N/A,N/A,N/A,N/A,N/A,600,1300,2
Cupania vernalis,N/A,N/A,N/A,N/A,N/A,1200,1200,2
Eriotheca roseorum,N/A,N/A,N/A,N/A,N/A,1000,0,2
Ilex microdonta,N/A,N/A,N/A,N/A,N/A,0,N/A,1
Juglans australis,N/A,N/A,N/A,N/A,N/A,1000,1200,2
Kaunia saltensis,N/A,N/A,N/A,N/A,N/A,1000,1400,2
Libidibia paraguariensis,N/A,N/A,N/A,N/A,N/A,1900,900,2
Lonchocarpus lilloi,N/A,N/A,N/A,N/A,N/A,0,800,2
Loxopterygium grisebachii,N/A,N/A,N/A,N/A,N/A,1700,1000,2
Miconia acutifolia,N/A,N/A,N/A,N/A,N/A,100,N/A,1
Ocotea porphyria,N/A,N/A,N/A,N/A,N/A,1300,1300,2
Piptadenia boliviana,N/A,N/A,N/A,N/A,N/A,1000,N/A,1
Pisonia ambigua,N/A,N/A,N/A,N/A,N/A,600,900,2
Schinopsis marginata,N/A,N/A,N/A,N/A,N/A,2000,800,2
Solanum symmetricum,N/A,N/A,N/A,N/A,N/A,2300,1600,2
Vassobia breviflora,N/A,N/A,N/A,N/A,N/A,1700,2200,2
Xylosma longipetiolata,N/A,N/A,N/A,N/A,N/A,200,1000,2
Xylosma pubescens,N/A,N/A,N/A,N/A,N/A,0,1500,2
Zanthoxylum petiolare,N/A,N/A,N/A,N/A,N/A,1300,1000,2
Bunchosia lindeniana,N/A,N/A,N/A,N/A,N/A,1500,N/A,1
Calycophyllum multiflorum,N/A,N/A,N/A,N/A,N/A,700,900,2
Cedrela balansae,N/A,N/A,N/A,N/A,N/A,0,400,2
Ceiba chodatii,N/A,N/A,N/A,N/A,N/A,800,1000,2
Erythroxylum argentinum,N/A,N/A,N/A,N/A,N/A,N/A,500,1
Gleditsia amorphoides,N/A,N/A,N/A,N/A,N/A,N/A,1700,1
Pseudobombax argentinum,N/A,N/A,N/A,N/A,N/A,N/A,0,1
Cestrum parqui,N/A,N/A,N/A,N/A,N/A,N/A,900,1
