species,a.10.5,b.5.0,c.0.-5,d.-5.-10,e.-10.-15,f.-15.-20,g.-20.-25
Vochysia mapirensis,N/A,N/A,600,0,1600,1400,N/A
Warszewiczia uxpanapensis,N/A,N/A,100,N/A,0,N/A,N/A
Weinmannia haenkeana,N/A,N/A,0,1100,700,N/A,N/A
Xanthosoma caracu,N/A,N/A,500,N/A,N/A,N/A,N/A
Xylopia calophylla,N/A,N/A,0,0,800,N/A,N/A
Zanthoxylum bonifazieae,N/A,N/A,100,N/A,N/A,N/A,N/A
Byrsonima stipulacea,N/A,N/A,0,0,0,N/A,N/A
Capparis micracantha,N/A,N/A,0,N/A,N/A,N/A,N/A
Caryocar amygdaliforme,N/A,N/A,800,600,600,N/A,N/A
Caryodaphnopsis fosteri,N/A,N/A,200,0,600,N/A,N/A
Casearia obovalis,N/A,N/A,1600,1100,800,1100,N/A
Cathedra acuminata,N/A,N/A,700,100,100,N/A,N/A
Cavanillesia hylogeiton,N/A,N/A,100,0,100,700,N/A
Cavendishia zamorensis,N/A,N/A,1000,N/A,N/A,N/A,N/A
Cecropia polystachya,N/A,N/A,0,N/A,2800,1500,N/A
Ceiba insignis,N/A,N/A,1200,1500,0,0,900
Celtis loxensis,N/A,N/A,800,1900,1000,N/A,N/A
Chomelia polyantha,N/A,N/A,0,100,N/A,N/A,N/A
Aegiphila saltensis,N/A,N/A,N/A,0,N/A,900,1400
Cinchona hirsuta,N/A,N/A,N/A,0,700,N/A,N/A
Cinchona micrantha,N/A,N/A,N/A,0,2300,0,N/A
Colubrina retusa,N/A,N/A,N/A,200,900,N/A,N/A
Cordia iguaguana,N/A,N/A,N/A,1300,N/A,N/A,N/A
Cordia saccellia,N/A,N/A,N/A,2100,N/A,200,1500
Cupania vernalis,N/A,N/A,N/A,0,N/A,1200,1200
Cyathea herzogii,N/A,N/A,N/A,0,900,1100,N/A
Cyathea nephele,N/A,N/A,N/A,0,2400,N/A,N/A
Cyathea ruiziana,N/A,N/A,N/A,0,2200,2100,N/A
Dasyphyllum brasiliense,N/A,N/A,N/A,0,2600,2300,N/A
Dendropanax williamsii,N/A,N/A,N/A,0,1100,1100,N/A
Eriotheca discolor,N/A,N/A,N/A,1500,300,N/A,N/A
Erythroxylum deciduum,N/A,N/A,N/A,0,0,0,N/A
Erythroxylum shatona,N/A,N/A,N/A,400,N/A,N/A,N/A
Erythroxylum subracemosum,N/A,N/A,N/A,100,0,0,N/A
Eugenia moraviana,N/A,N/A,N/A,500,1100,2200,700
Freziera uniauriculata,N/A,N/A,N/A,0,100,0,N/A
Amburana cearensis,N/A,N/A,N/A,0,800,900,200
Guatteria guentheri,N/A,N/A,N/A,0,700,N/A,N/A
Guettarda pohliana,N/A,N/A,N/A,0,1000,400,N/A
Hedyosmum lechleri,N/A,N/A,N/A,1100,2200,500,N/A
Hedyosmum peruvianum,N/A,N/A,N/A,700,300,N/A,N/A
Machaerium hirtum,N/A,N/A,N/A,1600,1100,1800,N/A
Machaerium peruvianum,N/A,N/A,N/A,0,N/A,N/A,N/A
Magnolia amazonica,N/A,N/A,N/A,0,600,N/A,N/A
Maraniona lavinii,N/A,N/A,N/A,1700,N/A,N/A,N/A
Meliosma sirensis,N/A,N/A,N/A,0,0,N/A,N/A
Metrodorea flavida,N/A,N/A,N/A,0,1100,100,N/A
Miconia adinantha,N/A,N/A,N/A,0,700,N/A,N/A
Miconia alpina,N/A,N/A,N/A,0,400,N/A,N/A
Miconia axinaeoides,N/A,N/A,N/A,0,1000,600,N/A
Miconia brevistylis,N/A,N/A,N/A,0,N/A,N/A,N/A
Miconia carpishana,N/A,N/A,N/A,0,600,N/A,N/A
Miconia crassipes,N/A,N/A,N/A,800,1300,N/A,N/A
Miconia crassistigma,N/A,N/A,N/A,0,0,N/A,N/A
Miconia cretacea,N/A,N/A,N/A,600,1000,300,N/A
Miconia glomerulifera,N/A,N/A,N/A,0,100,100,N/A
Miconia modica,N/A,N/A,N/A,0,900,N/A,N/A
Miconia pavoniana,N/A,N/A,N/A,0,0,N/A,N/A
Miconia puberula,N/A,N/A,N/A,600,200,0,N/A
Miconia pulverulenta,N/A,N/A,N/A,0,0,N/A,N/A
Miconia saltuensis,N/A,N/A,N/A,0,900,N/A,N/A
Miconia weberbaueri,N/A,N/A,N/A,700,0,N/A,N/A
Morisonia oblongifolia,N/A,N/A,N/A,0,100,N/A,N/A
Mouriri peruviana,N/A,N/A,N/A,300,400,0,N/A
Myrsine youngii,N/A,N/A,N/A,0,200,N/A,N/A
Nectandra utilis,N/A,N/A,N/A,500,0,N/A,N/A
Oreopanax iodophyllus,N/A,N/A,N/A,100,0,N/A,N/A
Ouratea tarapotensis,N/A,N/A,N/A,100,100,N/A,N/A
Parapiptadenia excelsa,N/A,N/A,N/A,0,500,1900,1300
Parodiodendron marginivillosum,N/A,N/A,N/A,0,N/A,1000,100
Pereskia horrida,N/A,N/A,N/A,100,N/A,N/A,N/A
Perrottetia gentryi,N/A,N/A,N/A,0,1800,1100,N/A
Physocalymma scaberrimum,N/A,N/A,N/A,300,1600,500,N/A
Athyana weinmanniifolia,N/A,N/A,N/A,600,N/A,1200,500
Axinaea lanceolata,N/A,N/A,N/A,400,1000,1300,N/A
Axinaea weberbaueri,N/A,N/A,N/A,0,0,N/A,N/A
Barnadesia caryophylla,N/A,N/A,N/A,100,1300,1300,N/A
Platymiscium gracile,N/A,N/A,N/A,100,N/A,N/A,N/A
Porcelia ponderosa,N/A,N/A,N/A,900,1600,800,N/A
Protium montanum,N/A,N/A,N/A,600,900,1000,N/A
Prunus myrtifolia,N/A,N/A,N/A,0,N/A,0,N/A
Ruagea subviridiflora,N/A,N/A,N/A,0,1600,900,N/A
Ruprechtia aperta,N/A,N/A,N/A,1400,N/A,N/A,N/A
Ruprechtia laxiflora,N/A,N/A,N/A,0,500,N/A,800
Schinopsis peruviana,N/A,N/A,N/A,100,N/A,N/A,N/A
Senna loretensis,N/A,N/A,N/A,200,0,N/A,N/A
Solanum trichoneuron,N/A,N/A,N/A,2200,1900,1200,900
Bonellia mucronata,N/A,N/A,N/A,600,N/A,N/A,N/A
Brunellia brunnea,N/A,N/A,N/A,200,0,0,N/A
Styrax vilcabambae,N/A,N/A,N/A,0,700,N/A,N/A
Symplocos andicola,N/A,N/A,N/A,0,1000,N/A,N/A
Symplocos baehnii,N/A,N/A,N/A,0,2200,N/A,N/A
Tachigali peruviana,N/A,N/A,N/A,0,200,N/A,N/A
Tetrasida chachapoyensis,N/A,N/A,N/A,700,N/A,0,N/A
Triplaris setosa,N/A,N/A,N/A,700,500,100,N/A
Vatairea fusca,N/A,N/A,N/A,0,900,0,N/A
Vochysia haenkeana,N/A,N/A,N/A,400,1300,400,N/A
Weinmannia crassifolia,N/A,N/A,N/A,0,1900,1400,N/A
Weinmannia glomerata,N/A,N/A,N/A,200,0,N/A,N/A
Weinmannia lechleriana,N/A,N/A,N/A,1100,1000,1200,N/A
Zanthoxylum tambopatense,N/A,N/A,N/A,0,600,300,N/A
Cariniana estrellensis,N/A,N/A,N/A,0,1600,1400,N/A
Cedrela lilloi,N/A,N/A,N/A,0,0,1500,1100
Alchornea anamariae,N/A,N/A,N/A,N/A,900,800,N/A
Clavija nutans,N/A,N/A,N/A,N/A,1000,1200,N/A
Croton piluliferus,N/A,N/A,N/A,N/A,0,1100,N/A
Cyathea dintelmanii,N/A,N/A,N/A,N/A,800,2400,N/A
Cyathea multisegmenta,N/A,N/A,N/A,N/A,0,N/A,N/A
Dendropanax weberbaueri,N/A,N/A,N/A,N/A,100,N/A,N/A
Diatenopteryx sorbifolia,N/A,N/A,N/A,N/A,0,600,700
Enterolobium contortisiliquum,N/A,N/A,N/A,N/A,100,2200,1400
Euplassa inaequalis,N/A,N/A,N/A,N/A,0,N/A,N/A
Freziera cyanocantha,N/A,N/A,N/A,N/A,100,N/A,0
Freziera dudleyi,N/A,N/A,N/A,N/A,600,700,N/A
Freziera parva,N/A,N/A,N/A,N/A,900,N/A,N/A
Freziera revoluta,N/A,N/A,N/A,N/A,100,N/A,N/A
Alsophila gastonyi,N/A,N/A,N/A,N/A,600,N/A,N/A
Alsophila minervae,N/A,N/A,N/A,N/A,0,0,N/A
Aniba firmula,N/A,N/A,N/A,N/A,0,N/A,N/A
Geissanthus bangii,N/A,N/A,N/A,N/A,900,1200,N/A
Guatteria cuscoensis,N/A,N/A,N/A,N/A,200,N/A,N/A
Guatteria terminalis,N/A,N/A,N/A,N/A,400,N/A,N/A
Hebanthe occidentalis,N/A,N/A,N/A,N/A,1800,2100,1300
Hedyosmum maximum,N/A,N/A,N/A,N/A,500,1800,N/A
Heteropterys laurifolia,N/A,N/A,N/A,N/A,1500,1100,N/A
Ilex trichoclada,N/A,N/A,N/A,N/A,0,1500,N/A
Machaerium acutifolium,N/A,N/A,N/A,N/A,1600,1300,N/A
Macrocarpaea maguirei,N/A,N/A,N/A,N/A,1600,N/A,N/A
Magnolia boliviana,N/A,N/A,N/A,N/A,0,400,N/A
Magnolia gentryi,N/A,N/A,N/A,N/A,1000,N/A,N/A
Magnolia madidiensis,N/A,N/A,N/A,N/A,500,0,N/A
Matayba boliviana,N/A,N/A,N/A,N/A,1300,1500,N/A
Mauria denticulata,N/A,N/A,N/A,N/A,700,0,N/A
Annona emarginata,N/A,N/A,N/A,N/A,700,N/A,700
Annona williamsii,N/A,N/A,N/A,N/A,500,1300,N/A
Aralia soratensis,N/A,N/A,N/A,N/A,2300,1300,300
Meliosma solomonii,N/A,N/A,N/A,N/A,800,2300,N/A
Meriania cuzcoana,N/A,N/A,N/A,N/A,0,N/A,N/A
Miconia aprica,N/A,N/A,N/A,N/A,2400,N/A,N/A
Miconia brachyanthera,N/A,N/A,N/A,N/A,1600,N/A,N/A
Miconia brittonii,N/A,N/A,N/A,N/A,1300,1200,N/A
Miconia cookii,N/A,N/A,N/A,N/A,400,N/A,N/A
Miconia lasiostyla,N/A,N/A,N/A,N/A,400,N/A,N/A
Miconia madisonii,N/A,N/A,N/A,N/A,1100,N/A,N/A
Miconia plumifera,N/A,N/A,N/A,N/A,800,500,N/A
Miconia polychaeta,N/A,N/A,N/A,N/A,1000,N/A,N/A
Miconia setulosa,N/A,N/A,N/A,N/A,900,1100,N/A
Miconia terborghii,N/A,N/A,N/A,N/A,0,N/A,N/A
Miconia terera,N/A,N/A,N/A,N/A,500,N/A,N/A
Mollinedia boliviensis,N/A,N/A,N/A,N/A,0,2100,N/A
Monnina connectisepala,N/A,N/A,N/A,N/A,1200,500,N/A
Myracrodruon urundeuva,N/A,N/A,N/A,N/A,500,1900,300
Myrcia atrorufa,N/A,N/A,N/A,N/A,0,N/A,N/A
Myrcianthes karsteniana,N/A,N/A,N/A,N/A,0,N/A,N/A
Myrcianthes pungens,N/A,N/A,N/A,N/A,0,1000,1500
Myrsine laetevirens,N/A,N/A,N/A,N/A,600,1400,500
Neea subpubescens,N/A,N/A,N/A,N/A,0,0,N/A
Nordenstamia repanda,N/A,N/A,N/A,N/A,600,2000,0
Ocotea glabriflora,N/A,N/A,N/A,N/A,300,N/A,N/A
Ocotea pajonalis,N/A,N/A,N/A,N/A,900,N/A,N/A
Oreopanax kuntzei,N/A,N/A,N/A,N/A,1400,1500,N/A
Oreopanax pavonii,N/A,N/A,N/A,N/A,100,N/A,N/A
Oxandra longipetala,N/A,N/A,N/A,N/A,0,N/A,N/A
Persea corymbosa,N/A,N/A,N/A,N/A,300,N/A,N/A
Persea pajonalis,N/A,N/A,N/A,N/A,900,N/A,N/A
Phyllostylon rhamnoides,N/A,N/A,N/A,N/A,500,900,0
Bellucia aequiloba,N/A,N/A,N/A,N/A,1300,1300,N/A
Piper calvescentinerve,N/A,N/A,N/A,N/A,0,N/A,N/A
Piper tucumanum,N/A,N/A,N/A,N/A,700,1100,1200
Piptadenia cuzcoensis,N/A,N/A,N/A,N/A,0,N/A,N/A
Piptadenia robusta,N/A,N/A,N/A,N/A,100,200,N/A
Pisonia zapallo,N/A,N/A,N/A,N/A,300,1700,800
Pogonopus speciosus,N/A,N/A,N/A,N/A,0,N/A,N/A
Pogonopus tubulosus,N/A,N/A,N/A,N/A,2300,1200,1700
Prunus detrita,N/A,N/A,N/A,N/A,0,N/A,N/A
Pseudobombax marginatum,N/A,N/A,N/A,N/A,400,900,0
Randia micracantha,N/A,N/A,N/A,N/A,0,2000,1500
Rinorea guianensis,N/A,N/A,N/A,N/A,0,N/A,N/A
Ruagea ovalis,N/A,N/A,N/A,N/A,600,1100,N/A
Ruprechtia apetala,N/A,N/A,N/A,N/A,400,2000,1300
Saurauia formosa,N/A,N/A,N/A,N/A,0,N/A,N/A
Schefflera allocotantha,N/A,N/A,N/A,N/A,100,200,N/A
Schefflera herzogii,N/A,N/A,N/A,N/A,1100,1100,N/A
Schefflera inambarica,N/A,N/A,N/A,N/A,0,N/A,N/A
Schinopsis brasiliensis,N/A,N/A,N/A,N/A,1200,1100,0
Scutia buxifolia,N/A,N/A,N/A,N/A,400,1000,1000
Siphoneugena occidentalis,N/A,N/A,N/A,N/A,900,1100,1100
Bougainvillea stipitata,N/A,N/A,N/A,N/A,300,2500,1800
Brunellia boliviana,N/A,N/A,N/A,N/A,900,1700,N/A
Brunellia cuzcoensis,N/A,N/A,N/A,N/A,600,N/A,N/A
Brunellia weberbaueri,N/A,N/A,N/A,N/A,1500,N/A,N/A
Styloceras brokawii,N/A,N/A,N/A,N/A,200,800,N/A
Symplocos psiloclada,N/A,N/A,N/A,N/A,1000,N/A,N/A
Tachigali alba,N/A,N/A,N/A,N/A,1300,200,N/A
Terminalia triflora,N/A,N/A,N/A,N/A,600,1300,1200
Ternstroemia brachypoda,N/A,N/A,N/A,N/A,0,100,0
Ternstroemia polyandra,N/A,N/A,N/A,N/A,600,200,N/A
Trichilia claussenii,N/A,N/A,N/A,N/A,1200,1500,1500
Vochysia majuscula,N/A,N/A,N/A,N/A,500,N/A,N/A
Weinmannia bangii,N/A,N/A,N/A,N/A,600,1700,N/A
Ximenia americana,N/A,N/A,N/A,N/A,400,1600,600
Zanthoxylum harrisii,N/A,N/A,N/A,N/A,0,N/A,N/A
Bunchosia paraguariensis,N/A,N/A,N/A,N/A,0,0,N/A
Cecropia tacuna,N/A,N/A,N/A,N/A,1600,200,N/A
Chrysophyllum gonocarpum,N/A,N/A,N/A,N/A,1100,1900,1200
Chrysophyllum marginatum,N/A,N/A,N/A,N/A,500,1800,800
Cnicothamnus lorentzii,N/A,N/A,N/A,N/A,N/A,2000,1500
Cnidoscolus vitifolius,N/A,N/A,N/A,N/A,N/A,100,400
Coccoloba tiliacea,N/A,N/A,N/A,N/A,N/A,1100,1600
Cordia americana,N/A,N/A,N/A,N/A,N/A,0,900
Ilex microdonta,N/A,N/A,N/A,N/A,N/A,0,N/A
Juglans australis,N/A,N/A,N/A,N/A,N/A,1000,1200
Kaunia saltensis,N/A,N/A,N/A,N/A,N/A,1000,1400
Libidibia paraguariensis,N/A,N/A,N/A,N/A,N/A,1900,900
Lonchocarpus lilloi,N/A,N/A,N/A,N/A,N/A,0,800
Loxopterygium grisebachii,N/A,N/A,N/A,N/A,N/A,1700,1000
Ocotea porphyria,N/A,N/A,N/A,N/A,N/A,1300,1300
Piptadenia boliviana,N/A,N/A,N/A,N/A,N/A,1000,N/A
Pisonia ambigua,N/A,N/A,N/A,N/A,N/A,600,1000
Pseudobombax argentinum,N/A,N/A,N/A,N/A,N/A,0,0
Schinopsis marginata,N/A,N/A,N/A,N/A,N/A,2000,800
Solanum symmetricum,N/A,N/A,N/A,N/A,N/A,2300,1600
Vassobia breviflora,N/A,N/A,N/A,N/A,N/A,1700,2200
Xylosma longipetiolata,N/A,N/A,N/A,N/A,N/A,200,1000
Xylosma pubescens,N/A,N/A,N/A,N/A,N/A,0,1500
Zanthoxylum petiolare,N/A,N/A,N/A,N/A,N/A,1300,1000
Bunchosia lindeniana,N/A,N/A,N/A,N/A,N/A,1500,N/A
Cedrela balansae,N/A,N/A,N/A,N/A,N/A,0,400
Ceiba chodatii,N/A,N/A,N/A,N/A,N/A,800,1000
Cestrum parqui,N/A,N/A,N/A,N/A,N/A,200,900
Erythroxylum argentinum,N/A,N/A,N/A,N/A,N/A,N/A,500
Gleditsia amorphoides,N/A,N/A,N/A,N/A,N/A,N/A,1700
